year,sector_id,number_of_jobs,cid
2037,5,18847,57
2038,5,18941,57
2039,5,19031,57
2040,5,19080,57
2041,5,19124,57
2042,5,19271,57
2043,5,19394,57
2044,5,19520,57
2045,5,19640,57
2046,5,19694,57
2047,5,19681,57
2048,5,19654,57
2049,5,19622,57
2050,5,19552,57
2051,5,19512,57
2052,5,19569,57
2053,5,19647,57
2054,5,19735,57
2055,5,19813,57
2056,5,19857,57
2057,5,19905,57
2058,5,19958,57
2059,5,20019,57
2060,5,20077,57
1990,6,5964,11
1991,6,5870,11
1992,6,5806,11
1993,6,5882,11
1994,6,6230,11
1995,6,6277,11
1996,6,6580,11
1997,6,6973,11
1998,6,7138,11
1999,6,7394,11
2000,6,7795,11
2001,6,8206,11
2002,6,8870,11
2003,6,9232,11
2004,6,10165,11
2005,6,10688,11
2006,6,11587,11
2007,6,12594,11
2008,6,13532,11
2009,6,13460,11
2010,6,13655,11
2011,6,14485,11
2012,6,14689,11
2013,6,15565,11
2014,6,15885,11
2015,6,16281,11
2016,6,17022,11
2017,6,17774,11
2018,6,18400,11
2019,6,18991,11
2020,6,18372,11
2021,6,20003,11
2022,6,21238,11
2023,6,22407,11
2024,6,23092,11
2025,6,23795,11
2026,6,24372,11
2027,6,24754,11
2028,6,25182,11
2029,6,25720,11
2030,6,25887,11
2031,6,25895,11
2032,6,25982,11
2033,6,26232,11
2034,6,26713,11
2035,6,27160,11
2036,6,27685,11
2037,6,28211,11
2038,6,28725,11
2039,6,29229,11
2040,6,29698,11
2041,6,30078,11
2042,6,30437,11
2043,6,30750,11
2044,6,31125,11
2045,6,31468,11
2046,6,31804,11
2047,6,32065,11
2048,6,32246,11
2049,6,32573,11
2050,6,32869,11
2051,6,33116,11
2052,6,33289,11
2053,6,33430,11
2054,6,33549,11
2055,6,33753,11
2056,6,33865,11
2057,6,33942,11
2058,6,34002,11
2059,6,34064,11
2060,6,34079,11
1990,6,47604,35
1991,6,49066,35
1992,6,49520,35
1993,6,53308,35
1994,6,55093,35
1995,6,57573,35
1996,6,61005,35
1997,6,63741,35
1998,6,66392,35
1999,6,67835,35
2000,6,71588,35
2001,6,76604,35
2002,6,73150,35
2003,6,72531,35
2004,6,73379,35
2005,6,77299,35
2006,6,82387,35
2007,6,84669,35
2008,6,87690,35
2009,6,84065,35
2010,6,83613,35
2011,6,85105,35
2012,6,89382,35
2013,6,94035,35
2014,6,98205,35
2015,6,101615,35
2016,6,106186,35
2017,6,108884,35
2018,6,113511,35
2019,6,118808,35
2020,6,114430,35
2021,6,124769,35
2022,6,133005,35
2023,6,139649,35
2024,6,143941,35
2025,6,147869,35
2026,6,151799,35
2027,6,154550,35
2028,6,157492,35
2029,6,161001,35
2030,6,162589,35
2031,6,163120,35
2032,6,164580,35
2033,6,166671,35
2034,6,170359,35
2035,6,173531,35
2036,6,177748,35
2037,6,181574,35
2038,6,185706,35
2039,6,189703,35
2040,6,193349,35
2041,6,196470,35
2042,6,199391,35
2043,6,202095,35
2044,6,204969,35
2045,6,207730,35
2046,6,210374,35
2047,6,212623,35
2048,6,214304,35
2049,6,216448,35
2050,6,218433,35
2051,6,219871,35
2052,6,220833,35
2053,6,221513,35
2054,6,222059,35
2055,6,223066,35
2056,6,223620,35
2057,6,223885,35
2058,6,224145,35
2059,6,224334,35
2060,6,224539,35
1990,6,13568,49
1991,6,14230,49
1992,6,14385,49
1993,6,14923,49
1994,6,16240,49
1995,6,16840,49
1996,6,17964,49
1997,6,18951,49
1998,6,21196,49
1999,6,21067,49
2000,6,22317,49
2001,6,23297,49
2002,6,22650,49
2003,6,23551,49
2004,6,25409,49
2005,6,27316,49
2006,6,28212,49
2007,6,29969,49
2008,6,31734,49
2009,6,31535,49
2010,6,31360,49
2011,6,32629,49
2012,6,34032,49
2013,6,36264,49
2014,6,39279,49
2015,6,42291,49
2016,6,46229,49
2017,6,47558,49
2018,6,51965,49
2019,6,54352,49
2020,6,50549,49
2021,6,56189,49
2022,6,61143,49
2023,6,64551,49
2024,6,66963,49
2025,6,69167,49
2026,6,70931,49
2027,6,72176,49
2028,6,73452,49
2029,6,75097,49
2030,6,75867,49
2031,6,76049,49
2032,6,76668,49
2033,6,77668,49
2034,6,79361,49
2035,6,80982,49
2036,6,83003,49
2037,6,85117,49
2038,6,87199,49
2039,6,89265,49
2040,6,91256,49
2041,6,92882,49
2042,6,94657,49
2043,6,96297,49
2044,6,98141,49
2045,6,99929,49
2046,6,101673,49
2047,6,103260,49
2048,6,104572,49
2049,6,106357,49
2050,6,108054,49
2051,6,109525,49
2052,6,110861,49
2053,6,112062,49
2054,6,113181,49
2055,6,114529,49
2056,6,115616,49
2057,6,116509,49
2058,6,117362,49
2059,6,118095,49
2060,6,118772,49
1990,6,5130,57
1991,6,5217,57
1992,6,5203,57
1993,6,5271,57
1994,6,5561,57
1995,6,5782,57
1996,6,6130,57
1997,6,6236,57
1998,6,6241,57
1999,6,6519,57
2000,6,6597,57
2001,6,6600,57
2002,6,7157,57
2003,6,7062,57
2004,6,7153,57
2005,6,7120,57
2006,6,7169,57
2007,6,7263,57
2008,6,7292,57
2009,6,7236,57
2010,6,6976,57
2011,6,6669,57
2012,6,6730,57
2013,6,7210,57
2014,6,7587,57
2015,6,8018,57
2016,6,8263,57
2017,6,8672,57
2018,6,9159,57
2019,6,9261,57
2020,6,8902,57
2021,6,9613,57
2022,6,10268,57
2023,6,10847,57
2024,6,11206,57
2025,6,11549,57
2026,6,11837,57
2027,6,12019,57
2028,6,12200,57
2029,6,12428,57
2030,6,12483,57
2031,6,12452,57
2032,6,12476,57
2033,6,12581,57
2034,6,12795,57
2035,6,13006,57
2036,6,13254,57
2037,6,13500,57
2038,6,13742,57
2039,6,13984,57
2040,6,14202,57
2041,6,14365,57
2042,6,14523,57
2043,6,14660,57
2044,6,14820,57
2045,6,14969,57
2046,6,15105,57
2047,6,15215,57
2048,6,15283,57
2049,6,15421,57
2050,6,15552,57
2051,6,15643,57
2052,6,15706,57
2053,6,15743,57
2054,6,15770,57
2055,6,15835,57
2056,6,15859,57
2057,6,15867,57
2058,6,15870,57
2059,6,15872,57
2060,6,15864,57
1990,7,17385,11
1991,7,17113,11
1992,7,16928,11
1993,7,17149,11
1994,7,18167,11
1995,7,18299,11
1996,7,19185,11
1997,7,20333,11
1998,7,20814,11
1999,7,21560,11
2000,7,22727,11
2001,7,23931,11
2002,7,25349,11
2003,7,26550,11
2004,7,27966,11
2005,7,29813,11
2006,7,32198,11
2007,7,35064,11
2008,7,36423,11
2009,7,37082,11
2010,7,36712,11
2011,7,37770,11
2012,7,38182,11
2013,7,39206,11
2014,7,40363,11
2015,7,41732,11
2016,7,42818,11
2017,7,43435,11
2018,7,45387,11
2019,7,46724,11
2020,7,42674,11
2021,7,46907,11
2022,7,50664,11
2023,7,51907,11
2024,7,53062,11
2025,7,53953,11
2026,7,54371,11
2027,7,54726,11
2028,7,55246,11
2029,7,56048,11
2030,7,55978,11
2031,7,56163,11
2032,7,56386,11
2033,7,56483,11
2034,7,56769,11
2035,7,57021,11
2036,7,57395,11
2037,7,57785,11
2038,7,58176,11
2039,7,58507,11
2040,7,58921,11
2041,7,59399,11
2042,7,59838,11
2043,7,60242,11
2044,7,60667,11
2045,7,61019,11
2046,7,61404,11
2047,7,61742,11
2048,7,62096,11
2049,7,62386,11
2050,7,62602,11
2051,7,62975,11
2052,7,63290,11
2053,7,63601,11
2054,7,63892,11
2055,7,64196,11
2056,7,64485,11
2057,7,64769,11
2058,7,65019,11
2059,7,65248,11
2060,7,65384,11
1990,7,100104,35
1991,7,103180,35
1992,7,104136,35
1993,7,112086,35
1994,7,115855,35
1995,7,121071,35
1996,7,128285,35
1997,7,134039,35
1998,7,139600,35
1999,7,142635,35
2000,7,150529,35
2001,7,161054,35
2002,7,162500,35
2003,7,160992,35
2004,7,165610,35
2005,7,173488,35
2006,7,182980,35
2007,7,197231,35
2008,7,198027,35
2009,7,193814,35
2010,7,192045,35
2011,7,200438,35
2012,7,203401,35
2013,7,210685,35
2014,7,217172,35
2015,7,224181,35
2016,7,232696,35
2017,7,235368,35
2018,7,242576,35
2019,7,247888,35
2020,7,233118,35
2021,7,255172,35
2022,7,271923,35
2023,7,276249,35
2024,7,281559,35
2025,7,285367,35
2026,7,287076,35
2027,7,288522,35
2028,7,291094,35
2029,7,295361,35
2030,7,295805,35
2031,7,296653,35
2032,7,298474,35
2033,7,299395,35
2034,7,301524,35
2035,7,303082,35
2036,7,305522,35
2037,7,307943,35
2038,7,310446,35
2039,7,312590,35
2040,7,315499,35
2041,7,318379,35
2042,7,321093,35
2043,7,323800,35
2044,7,326402,35
2045,7,328640,35
2046,7,330965,35
2047,7,332933,35
2048,7,334997,35
2049,7,336458,35
2050,7,337616,35
2051,7,339109,35
2052,7,340555,35
2053,7,341880,35
2054,7,343137,35
2055,7,344419,35
2056,7,345662,35
2057,7,346848,35
2058,7,347953,35
2059,7,348751,35
2060,7,349454,35
1990,7,23931,49
1991,7,25099,49
1992,7,25371,49
1993,7,26319,49
1994,7,28643,49
1995,7,29704,49
1996,7,31686,49
1997,7,33430,49
1998,7,37384,49
1999,7,37158,49
2000,7,39360,49
2001,7,41090,49
2002,7,42062,49
2003,7,43624,49
2004,7,47272,49
2005,7,50012,49
2006,7,53161,49
2007,7,58521,49
2008,7,59632,49
2009,7,60272,49
2010,7,59931,49
2011,7,63128,49
2012,7,64019,49
2013,7,65299,49
2014,7,66390,49
2015,7,69319,49
2016,7,73756,49
2017,7,76596,49
2018,7,82134,49
2019,7,85316,49
2020,7,78901,49
2021,7,88326,49
2022,7,96252,49
2023,7,98919,49
2024,7,101690,49
2025,7,104024,49
2026,7,105177,49
2027,7,106083,49
2028,7,107433,49
2029,7,109481,49
2030,7,110301,49
2031,7,111145,49
2032,7,112156,49
2033,7,112852,49
2034,7,113976,49
2035,7,114981,49
2036,7,116242,49
2037,7,117582,49
2038,7,118874,49
2039,7,120047,49
2040,7,121550,49
2041,7,122927,49
2042,7,124428,49
2043,7,125934,49
2044,7,127522,49
2045,7,129021,49
2046,7,130604,49
2047,7,132059,49
2048,7,133565,49
2049,7,134949,49
2050,7,136175,49
2051,7,137482,49
2052,7,138838,49
2053,7,140186,49
2054,7,141527,49
2055,7,142932,49
2056,7,144340,49
2057,7,145711,49
2058,7,147038,49
2059,7,148217,49
2060,7,149382,49
1990,7,17867,57
1991,7,18173,57
1992,7,18117,57
1993,7,18358,57
1994,7,19365,57
1995,7,20134,57
1996,7,21348,57
1997,7,21719,57
1998,7,21735,57
1999,7,22704,57
2000,7,22976,57
2001,7,22983,57
2002,7,23563,57
2003,7,23971,57
2004,7,25358,57
2005,7,26345,57
2006,7,27406,57
2007,7,29249,57
2008,7,29657,57
2009,7,28292,57
2010,7,27894,57
2011,7,28835,57
2012,7,29335,57
2013,7,30156,57
2014,7,30819,57
2015,7,31677,57
2016,7,32925,57
2017,7,33673,57
2018,7,34838,57
2019,7,35924,57
2020,7,33579,57
2021,7,36256,57
2022,7,38722,57
2023,7,39534,57
2024,7,40494,57
2025,7,41134,57
2026,7,41376,57
2027,7,41585,57
2028,7,41939,57
2029,7,42443,57
2030,7,42440,57
2031,7,42497,57
2032,7,42626,57
2033,7,42670,57
2034,7,42836,57
2035,7,43010,57
2036,7,43270,57
2037,7,43560,57
2038,7,43829,57
2039,7,44053,57
2040,7,44354,57
2041,7,44656,57
2042,7,44947,57
2043,7,45225,57
2044,7,45519,57
2045,7,45765,57
2046,7,46023,57
2047,7,46262,57
2048,7,46508,57
2049,7,46711,57
2050,7,46874,57
2051,7,47114,57
2052,7,47328,57
2053,7,47524,57
2054,7,47720,57
2055,7,47926,57
2056,7,48125,57
2057,7,48323,57
2058,7,48500,57
2059,7,48656,57
2060,7,48759,57
1990,8,98,11
1991,8,126,11
1992,8,131,11
1993,8,175,11
1994,8,188,11
1995,8,207,11
1996,8,173,11
1997,8,185,11
1998,8,208,11
1999,8,171,11
2000,8,163,11
2001,8,259,11
2002,8,136,11
2003,8,179,11
2004,8,199,11
2005,8,238,11
2006,8,252,11
2007,8,244,11
2008,8,273,11
2009,8,264,11
2010,8,257,11
2011,8,422,11
2012,8,570,11
2013,8,469,11
2014,8,476,11
2015,8,468,11
2016,8,449,11
2017,8,515,11
2018,8,363,11
2019,8,150,11
2020,8,146,11
2021,8,139,11
2022,8,145,11
2023,8,150,11
2024,8,155,11
2025,8,156,11
2026,8,158,11
2027,8,159,11
2028,8,162,11
2029,8,167,11
2030,8,171,11
2031,8,175,11
2032,8,182,11
2033,8,184,11
2034,8,186,11
2035,8,187,11
2036,8,189,11
2037,8,191,11
2038,8,193,11
2039,8,194,11
2040,8,197,11
2041,8,198,11
2042,8,199,11
2043,8,200,11
2044,8,201,11
2045,8,201,11
2046,8,201,11
2047,8,201,11
2048,8,200,11
2049,8,199,11
2050,8,198,11
2051,8,198,11
2052,8,198,11
2053,8,198,11
2054,8,199,11
2055,8,199,11
2056,8,199,11
2057,8,200,11
2058,8,200,11
2059,8,201,11
2060,8,201,11
1990,8,3181,35
1991,8,3481,35
1992,8,3692,35
1993,8,3751,35
1994,8,3665,35
1995,8,3476,35
1996,8,3272,35
1997,8,3284,35
1998,8,3174,35
1999,8,3272,35
2000,8,3324,35
2001,8,2715,35
2002,8,2334,35
2003,8,2258,35
2004,8,2169,35
2005,8,2429,35
2006,8,2756,35
2007,8,3308,35
2008,8,3918,35
2009,8,3515,35
2010,8,3925,35
2011,8,4257,35
2012,8,5377,35
2013,8,5117,35
2014,8,4436,35
2015,8,4195,35
2016,8,4025,35
2017,8,3834,35
2018,8,3879,35
2019,8,3526,35
2020,8,3146,35
2021,8,3463,35
2022,8,3649,35
2023,8,3649,35
2024,8,3641,35
2025,8,3623,35
2026,8,3619,35
2027,8,3623,35
2028,8,3653,35
2029,8,3727,35
2030,8,3796,35
2031,8,3857,35
2032,8,3995,35
2033,8,4035,35
2034,8,4059,35
2035,8,4073,35
2036,8,4104,35
2037,8,4146,35
2038,8,4180,35
2039,8,4217,35
2040,8,4264,35
2041,8,4287,35
2042,8,4307,35
2043,8,4340,35
2044,8,4358,35
2045,8,4361,35
2046,8,4359,35
2047,8,4346,35
2048,8,4321,35
2049,8,4308,35
2050,8,4285,35
2051,8,4269,35
2052,8,4265,35
2053,8,4265,35
2054,8,4267,35
2055,8,4267,35
2056,8,4269,35
2057,8,4272,35
2058,8,4275,35
2059,8,4278,35
2060,8,4284,35
1990,8,96,49
1991,8,149,49
1992,8,146,49
1993,8,134,49
1994,8,199,49
1995,8,179,49
1996,8,137,49
1997,8,165,49
1998,8,205,49
1999,8,167,49
2000,8,157,49
2001,8,225,49
2002,8,199,49
2003,8,212,49
2004,8,218,49
2005,8,258,49
2006,8,263,49
2007,8,364,49
2008,8,478,49
2009,8,561,49
2010,8,698,49
2011,8,612,49
2012,8,1043,49
2013,8,963,49
2014,8,913,49
2015,8,961,49
2016,8,808,49
2017,8,945,49
2018,8,732,49
2019,8,667,49
2020,8,625,49
2021,8,613,49
2022,8,655,49
2023,8,675,49
2024,8,698,49
2025,8,706,49
2026,8,716,49
2027,8,729,49
2028,8,745,49
2029,8,771,49
2030,8,795,49
2031,8,816,49
2032,8,853,49
2033,8,871,49
2034,8,885,49
2035,8,897,49
2036,8,914,49
2037,8,933,49
2038,8,950,49
2039,8,967,49
2040,8,988,49
2041,8,1003,49
2042,8,1018,49
2043,8,1038,49
2044,8,1054,49
2045,8,1067,49
2046,8,1079,49
2047,8,1089,49
2048,8,1094,49
2049,8,1104,49
2050,8,1111,49
2051,8,1119,49
2052,8,1131,49
2053,8,1144,49
2054,8,1157,49
2055,8,1170,49
2056,8,1182,49
2057,8,1195,49
2058,8,1206,49
2059,8,1217,49
2060,8,1229,49
1990,8,39,57
1991,8,38,57
1992,8,62,57
1993,8,51,57
1994,8,52,57
1995,8,51,57
1996,8,35,57
1997,8,39,57
1998,8,40,57
1999,8,58,57
2000,8,59,57
2001,8,59,57
2002,8,51,57
2003,8,3,57
2004,8,293,57
2005,8,362,57
2006,8,316,57
2007,8,366,57
2008,8,361,57
2009,8,1,57
2010,8,1,57
2011,8,29,57
2012,8,16,57
2013,8,238,57
2014,8,261,57
2015,8,235,57
2016,8,265,57
2017,8,195,57
2018,8,170,57
2019,8,143,57
2020,8,129,57
2021,8,130,57
2022,8,140,57
2023,8,143,57
2024,8,148,57
2025,8,150,57
2026,8,153,57
2027,8,157,57
2028,8,162,57
2029,8,169,57
2030,8,175,57
2031,8,181,57
2032,8,191,57
2033,8,196,57
2034,8,201,57
2035,8,205,57
2036,8,210,57
2037,8,216,57
2038,8,221,57
2039,8,227,57
2040,8,233,57
2041,8,238,57
2042,8,242,57
2043,8,248,57
2044,8,253,57
2045,8,257,57
2046,8,261,57
2047,8,264,57
2048,8,267,57
2049,8,270,57
2050,8,273,57
2051,8,277,57
2052,8,281,57
2053,8,286,57
2054,8,291,57
2055,8,296,57
2056,8,301,57
2057,8,306,57
2058,8,311,57
2059,8,317,57
2060,8,323,57
1990,9,9824,11
1991,9,10289,11
1992,9,10647,11
1993,9,11337,11
1994,9,12264,11
1995,9,12751,11
1996,9,13737,11
1997,9,14216,11
1998,9,14871,11
1999,9,14864,11
2000,9,15514,11
2001,9,14767,11
2002,9,14916,11
2003,9,14857,11
2004,9,15637,11
2005,9,15566,11
2006,9,15970,11
2007,9,17162,11
2008,9,17257,11
2009,9,16740,11
2010,9,16062,11
2011,9,16555,11
2012,9,17264,11
2013,9,17321,11
2014,9,17837,11
2015,9,18387,11
2016,9,19165,11
2017,9,20062,11
2018,9,19801,11
2019,9,20064,11
2020,9,19060,11
2021,9,20496,11
2022,9,19880,11
2023,9,19358,11
2024,9,18906,11
2025,9,18798,11
2026,9,18866,11
2027,9,18951,11
2028,9,19050,11
2029,9,19247,11
2030,9,19398,11
2031,9,19762,11
2032,9,20237,11
2033,9,20714,11
2034,9,21161,11
2035,9,21607,11
2036,9,22067,11
2037,9,22555,11
2038,9,22973,11
2039,9,23439,11
2040,9,23845,11
2041,9,24287,11
2042,9,24660,11
2043,9,25064,11
2044,9,25462,11
2045,9,25897,11
2046,9,26313,11
2047,9,26762,11
2048,9,27232,11
2049,9,27676,11
2050,9,28072,11
2051,9,28495,11
2052,9,28863,11
2053,9,29230,11
2054,9,29577,11
2055,9,29896,11
2056,9,30209,11
2057,9,30503,11
2058,9,30784,11
2059,9,31047,11
2060,9,31267,11
1990,9,47432,35
1991,9,48033,35
1992,9,49983,35
1993,9,51826,35
1994,9,57384,35
1995,9,60181,35
1996,9,62865,35
1997,9,64661,35
1998,9,65292,35
1999,9,65553,35
2000,9,65949,35
2001,9,70135,35
2002,9,70298,35
2003,9,70551,35
2004,9,71310,35
2005,9,72753,35
2006,9,74666,35
2007,9,77591,35
2008,9,77498,35
2009,9,73869,35
2010,9,72264,35
2011,9,72066,35
2012,9,75077,35
2013,9,77535,35
2014,9,78695,35
2015,9,81473,35
2016,9,83313,35
2017,9,84051,35
2018,9,85656,35
2019,9,85849,35
2020,9,82252,35
2021,9,87678,35
2022,9,84126,35
2023,9,81961,35
2024,9,79933,35
2025,9,79288,35
2026,9,79449,35
2027,9,79745,35
2028,9,80051,35
2029,9,80658,35
2030,9,81056,35
2031,9,82260,35
2032,9,83943,35
2033,9,85644,35
2034,9,87271,35
2035,9,88859,35
2036,9,90566,35
2037,9,92386,35
2038,9,93973,35
2039,9,95782,35
2040,9,97372,35
2041,9,98972,35
2042,9,100350,35
2043,9,101883,35
2044,9,103358,35
2045,9,105003,35
2046,9,106546,35
2047,9,108261,35
2048,9,110057,35
2049,9,111741,35
2050,9,113345,35
2051,9,114925,35
2052,9,116377,35
2053,9,117825,35
2054,9,119215,35
2055,9,120496,35
2056,9,121775,35
2057,9,122936,35
2058,9,124100,35
2059,9,125166,35
2060,9,126143,35
1990,9,14121,49
1991,9,14470,49
1992,9,15419,49
1993,9,15708,49
1994,9,17300,49
1995,9,18238,49
1996,9,19718,49
1997,9,20825,49
1998,9,21496,49
1999,9,22837,49
2000,9,22897,49
2001,9,23626,49
2002,9,24189,49
2003,9,24495,49
2004,9,24948,49
2005,9,26583,49
2006,9,28779,49
2007,9,30427,49
2008,9,30617,49
2009,9,29706,49
2010,9,28398,49
2011,9,29635,49
2012,9,30226,49
2013,9,31893,49
2014,9,33591,49
2015,9,36491,49
2016,9,38482,49
2017,9,41385,49
2018,9,42627,49
2019,9,43026,49
2020,9,41226,49
2021,9,44657,49
2022,9,43549,49
2023,9,42826,49
2024,9,42100,49
2025,9,42093,49
2026,9,42341,49
2027,9,42538,49
2028,9,42777,49
2029,9,43266,49
2030,9,43617,49
2031,9,44332,49
2032,9,45362,49
2033,9,46409,49
2034,9,47411,49
2035,9,48405,49
2036,9,49451,49
2037,9,50573,49
2038,9,51532,49
2039,9,52608,49
2040,9,53622,49
2041,9,54602,49
2042,9,55491,49
2043,9,56488,49
2044,9,57477,49
2045,9,58540,49
2046,9,59572,49
2047,9,60693,49
2048,9,61866,49
2049,9,63000,49
2050,9,64070,49
2051,9,65126,49
2052,9,66119,49
2053,9,67117,49
2054,9,68108,49
2055,9,69064,49
2056,9,70047,49
2057,9,70953,49
2058,9,71886,49
2059,9,72789,49
2060,9,73727,49
1990,9,9668,57
1991,9,9914,57
1992,9,10213,57
1993,9,10402,57
1994,9,11394,57
1995,9,11869,57
1996,9,12517,57
1997,9,13424,57
1998,9,13618,57
1999,9,13769,57
2000,9,13933,57
2001,9,13938,57
2002,9,13865,57
2003,9,13913,57
2004,9,13936,57
2005,9,14099,57
2006,9,14162,57
2007,9,14790,57
2008,9,14872,57
2009,9,14168,57
2010,9,13691,57
2011,9,13910,57
2012,9,13908,57
2013,9,14084,57
2014,9,14453,57
2015,9,14803,57
2016,9,14972,57
2017,9,15131,57
2018,9,15437,57
2019,9,15353,57
2020,9,15322,57
2021,9,15919,57
2022,9,14891,57
2023,9,14489,57
2024,9,14105,57
2025,9,13960,57
2026,9,13952,57
2027,9,13949,57
2028,9,13953,57
2029,9,13968,57
2030,9,14005,57
2031,9,14164,57
2032,9,14403,57
2033,9,14647,57
2034,9,14869,57
2035,9,15107,57
2036,9,15347,57
2037,9,15609,57
2038,9,15820,57
2039,9,16066,57
2040,9,16278,57
2041,9,16506,57
2042,9,16685,57
2043,9,16896,57
2044,9,17097,57
2045,9,17319,57
2046,9,17530,57
2047,9,17774,57
2048,9,18032,57
2049,9,18281,57
2050,9,18516,57
2051,9,18760,57
2052,9,18973,57
2053,9,19179,57
2054,9,19383,57
2055,9,19574,57
2056,9,19766,57
2057,9,19941,57
2058,9,20115,57
2059,9,20276,57
2060,9,20418,57
1990,10,5853,11
1991,10,5893,11
1992,10,6050,11
1993,10,6451,11
1994,10,6912,11
1995,10,7222,11
1996,10,7594,11
1997,10,7617,11
1998,10,7747,11
1999,10,7905,11
2000,10,7902,11
2001,10,7988,11
2002,10,8039,11
2003,10,8079,11
2004,10,8368,11
2005,10,8297,11
2006,10,8594,11
2007,10,8376,11
2008,10,8587,11
2009,10,8310,11
2010,10,7977,11
2011,10,7953,11
2012,10,7958,11
2013,10,7788,11
2014,10,8491,11
2015,10,9099,11
2016,10,9172,11
2017,10,10111,11
2018,10,10277,11
2019,10,10730,11
2020,10,11006,11
2021,10,11783,11
2022,10,12262,11
2023,10,12553,11
2024,10,12683,11
2025,10,12889,11
2026,10,13064,11
2027,10,13127,11
2028,10,13091,11
2029,10,13060,11
2030,10,12977,11
2031,10,12901,11
2032,10,12843,11
2033,10,12703,11
2034,10,12621,11
2035,10,12511,11
2036,10,12424,11
2037,10,12326,11
2038,10,12217,11
2039,10,12108,11
2040,10,11994,11
2041,10,11916,11
2042,10,11858,11
2043,10,11800,11
2044,10,11756,11
2045,10,11714,11
2046,10,11688,11
2047,10,11656,11
2048,10,11627,11
2049,10,11591,11
2050,10,11544,11
2051,10,11522,11
2052,10,11508,11
2053,10,11506,11
2054,10,11504,11
2055,10,11511,11
2056,10,11518,11
2057,10,11532,11
2058,10,11547,11
2059,10,11562,11
2060,10,11570,11
1990,10,57929,35
1991,10,58265,35
1992,10,59192,35
1993,10,61116,35
1994,10,63597,35
1995,10,66346,35
1996,10,69262,35
1997,10,70471,35
1998,10,72706,35
1999,10,73307,35
2000,10,73789,35
2001,10,60618,35
2002,10,58225,35
2003,10,56233,35
2004,10,57539,35
2005,10,60196,35
2006,10,61822,35
2007,10,64461,35
2008,10,64774,35
2009,10,60654,35
2010,10,59301,35
2011,10,62433,35
2012,10,64552,35
2013,10,64872,35
2014,10,66439,35
2015,10,70686,35
2016,10,72622,35
2017,10,76224,35
2018,10,80930,35
2019,10,84870,35
2020,10,83685,35
2021,10,89735,35
2022,10,93810,35
2023,10,97355,35
2024,10,99486,35
2025,10,102020,35
2026,10,104033,35
2027,10,105142,35
2028,10,105286,35
2029,10,105385,35
2030,10,105148,35
2031,10,104942,35
2032,10,104958,35
2033,10,104274,35
2034,10,103953,35
2035,10,103289,35
2036,10,102857,35
2037,10,102301,35
2038,10,101614,35
2039,10,100894,35
2040,10,100168,35
2041,10,99598,35
2042,10,99236,35
2043,10,98889,35
2044,10,98623,35
2045,10,98382,35
2046,10,98271,35
2047,10,98096,35
2048,10,97920,35
2049,10,97685,35
2050,10,97397,35
2051,10,97177,35
2052,10,97079,35
2053,10,97043,35
2054,10,97040,35
2055,10,97077,35
2056,10,97143,35
2057,10,97242,35
2058,10,97365,35
2059,10,97495,35
2060,10,97676,35
1990,10,5959,49
1991,10,6088,49
1992,10,5696,49
1993,10,5818,49
1994,10,6458,49
1995,10,6960,49
1996,10,7470,49
1997,10,7765,49
1998,10,6693,49
1999,10,7619,49
2000,10,7903,49
2001,10,7357,49
2002,10,7151,49
2003,10,6976,49
2004,10,7575,49
2005,10,8505,49
2006,10,9077,49
2007,10,9387,49
2008,10,9432,49
2009,10,9188,49
2010,10,8997,49
2011,10,9381,49
2012,10,9733,49
2013,10,10127,49
2014,10,11589,49
2015,10,12743,49
2016,10,12594,49
2017,10,13686,49
2018,10,15053,49
2019,10,15416,49
2020,10,15670,49
2021,10,16900,49
2022,10,17623,49
2023,10,18316,49
2024,10,18767,49
2025,10,19217,49
2026,10,19582,49
2027,10,19808,49
2028,10,19846,49
2029,10,19935,49
2030,10,19906,49
2031,10,19898,49
2032,10,19952,49
2033,10,19872,49
2034,10,19843,49
2035,10,19760,49
2036,10,19737,49
2037,10,19699,49
2038,10,19634,49
2039,10,19570,49
2040,10,19516,49
2041,10,19484,49
2042,10,19507,49
2043,10,19537,49
2044,10,19594,49
2045,10,19655,49
2046,10,19742,49
2047,10,19812,49
2048,10,19879,49
2049,10,19938,49
2050,10,19975,49
2051,10,20024,49
2052,10,20101,49
2053,10,20191,49
2054,10,20291,49
2055,10,20401,49
2056,10,20516,49
2057,10,20628,49
2058,10,20749,49
2059,10,20864,49
2060,10,20995,49
1990,10,4163,57
1991,10,4230,57
1992,10,4261,57
1993,10,4271,57
1994,10,4588,57
1995,10,4943,57
1996,10,5448,57
1997,10,5601,57
1998,10,5593,57
1999,10,5345,57
2000,10,5409,57
2001,10,5411,57
2002,10,5184,57
2003,10,5391,57
2004,10,5536,57
2005,10,5503,57
2006,10,5867,57
2007,10,6514,57
2008,10,6409,57
2009,10,6131,57
2010,10,6065,57
2011,10,6142,57
2012,10,6145,57
2013,10,6460,57
2014,10,6889,57
2015,10,7091,57
2016,10,6869,57
2017,10,7284,57
2018,10,7951,57
2019,10,8253,57
2020,10,8347,57
2021,10,8815,57
2022,10,9079,57
2023,10,9311,57
2024,10,9422,57
2025,10,9566,57
2026,10,9683,57
2027,10,9731,57
2028,10,9689,57
2029,10,9646,57
2030,10,9577,57
2031,10,9523,57
2032,10,9483,57
2033,10,9382,57
